Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
63574372,12/31/2024 11:33:31 PM,12/31/2024 11:45:01 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11435,88 AVENUE,88 AVENUE,88 AVENUE,148 STREET,88 AVENUE,148 STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,12/31/2024 11:45:08 PM,12 QUEENS,,QUEENS,1037466,196249,PHONE,Unspecified,QUEENS,,,,,,,,40.70517490969153,-73.8080639976478,"(40.70517490969153, -73.8080639976478)"
63576416,12/31/2024 11:33:30 PM,01/02/2025 05:05:51 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:07:04 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63578950,12/31/2024 11:33:28 PM,01/01/2025 12:30:45 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11385,1628 DECATUR STREET,DECATUR STREET,WYCKOFF AVENUE,CYPRESS AVENUE,WYCKOFF AVENUE,CYPRESS AVENUE,ADDRESS,RIDGEWOOD,DECATUR STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/01/2025 12:30:49 AM,05 QUEENS,4035560023,QUEENS,1011662,192481,MOBILE,Unspecified,QUEENS,,,,,,,,40.69495020025951,-73.90114740414597,"(40.69495020025951, -73.90114740414597)"
63572990,12/31/2024 11:33:26 PM,01/01/2025 09:01:34 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 09:01:55 AM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63579151,12/31/2024 11:33:00 PM,01/01/2025 01:07:40 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10467,789 ASTOR AVENUE,ASTOR AVENUE,WALLACE AVENUE,BARNES AVENUE,WALLACE AVENUE,BARNES AVENUE,ADDRESS,BRONX,ASTOR AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/01/2025 01:07:44 AM,11 BRONX,2043520001,BRONX,1021832,252492,ONLINE,Unspecified,BRONX,,,,,,,,40.8596269914278,-73.86413695641335,"(40.8596269914278, -73.86413695641335)"
63581523,12/31/2024 11:32:59 PM,01/02/2025 05:05:51 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:07:38 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63583070,12/31/2024 11:32:52 PM,01/02/2025 05:05:51 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:08:17 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63577745,12/31/2024 11:32:49 PM,01/01/2025 12:42:24 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10451,EAST  160 STREET,EAST  160 STREET,COURTLANDT AVENUE,EAST  160 STREET,COURTLANDT AVENUE,EAST  160 STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/01/2025 12:42:27 AM,03 BRONX,,BRONX,1007532,239532,MOBILE,Unspecified,BRONX,,,,,,,,40.82410488695201,-73.91587797314632,"(40.82410488695201, -73.91587797314632)"
63574333,12/31/2024 11:32:48 PM,12/31/2024 11:54:58 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10025,528 WEST  113 STREET,WEST  113 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  113 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/31/2024 11:55:03 PM,09 MANHATTAN,,MANHATTAN,994262,232726,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.805449330904835,-73.96383499829064,"(40.805449330904835, -73.96383499829064)"
63585164,12/31/2024 11:32:40 PM,01/01/2025 08:38:04 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 08:38:09 AM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63579700,12/31/2024 11:32:35 PM,01/01/2025 01:59:29 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11228,52 BAY   11 STREET,BAY   11 STREET,86 STREET,BENSON AVENUE,86 STREET,BENSON AVENUE,ADDRESS,BROOKLYN,BAY   11 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 01:59:32 AM,11 BROOKLYN,3063610062,BROOKLYN,981729,161352,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.60954997842781,-74.0090795471194,"(40.60954997842781, -74.0090795471194)"
63579632,12/31/2024 11:32:14 PM,01/02/2025 05:07:27 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:09:46 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63580001,12/31/2024 11:32:12 PM,01/02/2025 05:03:47 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:04:57 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63576584,12/31/2024 11:31:54 PM,01/01/2025 09:01:52 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 09:02:03 AM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63572700,12/31/2024 11:31:48 PM,12/31/2024 11:46:02 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,12/31/2024 11:46:08 PM,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,,,,,,,,40.83694066292417,-73.90374441298103,"(40.83694066292417, -73.90374441298103)"
63595374,12/31/2024 11:31:46 PM,01/06/2025 12:00:00 AM,DOB,Department of Buildings,Emergency Response Team (ERT),After Hours Work - Illegal,,10017,633 3 AVENUE,3 AVENUE,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,01/06/2025 12:00:00 AM,06 MANHATTAN,1013147502,MANHATTAN,991160,212490,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.74990981891633,-73.97506074579181,"(40.74990981891633, -73.97506074579181)"
63576464,12/31/2024 11:31:45 PM,01/01/2025 05:38:09 AM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11412,120-63 200 STREET,200 STREET,120 AVENUE,NASHVILLE BOULEVARD,120 AVENUE,NASHVILLE BOULEVARD,ADDRESS,SAINT ALBANS,200 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,01/01/2025 05:38:15 AM,12 QUEENS,4126900033,QUEENS,1053670,190505,ONLINE,Unspecified,QUEENS,,,,,,,,40.6892967413366,-73.74967994856671,"(40.6892967413366, -73.74967994856671)"
63581025,12/31/2024 11:31:39 PM,01/01/2025 12:50:46 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11234,2023 EAST   68 STREET,EAST   68 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,EAST   68 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/01/2025 12:50:49 AM,18 BROOKLYN,3084090042,BROOKLYN,1009000,164963,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61942721628877,-73.91084804340541,"(40.61942721628877, -73.91084804340541)"
63577931,12/31/2024 11:31:36 PM,01/02/2025 05:03:53 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:05:05 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63580002,12/31/2024 11:31:24 PM,01/02/2025 05:03:48 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:04:29 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63578367,12/31/2024 11:31:08 PM,01/01/2025 09:02:01 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 09:02:18 AM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63577946,12/31/2024 11:30:58 PM,01/02/2025 05:03:43 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:04:57 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63575107,12/31/2024 11:30:46 PM,01/01/2025 12:42:44 AM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11378,66-02 HULL AVENUE,HULL AVENUE,66 STREET,68 STREET,66 STREET,68 STREET,ADDRESS,MASPETH,HULL AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/01/2025 12:42:47 AM,05 QUEENS,4023960034,QUEENS,1012429,204108,MOBILE,Unspecified,QUEENS,,,,,,,,40.72686112226838,-73.89833280310285,"(40.72686112226838, -73.89833280310285)"
63579680,12/31/2024 11:30:37 PM,01/02/2025 05:05:51 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:08:08 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63583465,12/31/2024 11:30:22 PM,01/01/2025 09:02:03 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 09:02:26 AM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63574924,12/31/2024 11:30:20 PM,01/02/2025 04:30:09 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 04:30:36 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63581104,12/31/2024 11:30:16 PM,01/01/2025 12:42:31 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11203,701 FENIMORE STREET,FENIMORE STREET,ALBANY AVENUE,TROY AVENUE,ALBANY AVENUE,TROY AVENUE,ADDRESS,BROOKLYN,FENIMORE STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/01/2025 12:42:34 AM,09 BROOKLYN,3048130001,BROOKLYN,1001179,179525,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.65941517743085,-73.9389835134306,"(40.65941517743085, -73.9389835134306)"
63584664,12/31/2024 11:30:09 PM,01/02/2025 06:20:36 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10466,634 EAST  233 STREET,EAST  233 STREET,,,,,ADDRESS,BRONX,,,Closed,,HPD responded to a complaint of no heat or hot water in the building. An occupant of the building confirmed heat and hot water had been restored when the Inspector attempted to conduct the inspection or contacted you at the phone number associated with the complaint. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,01/02/2025 12:00:00 AM,12 BRONX,2048350054,BRONX,1023103,265037,PHONE,Unspecified,BRONX,,,,,,,,40.894053593243704,-73.85946940346797,"(40.894053593243704, -73.85946940346797)"
63583700,12/31/2024 11:29:51 PM,04/30/2025 06:47:34 PM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,SEWAGE,RESIDENTIAL BUILDING,11368,110-36 SAULTELL AVENUE,SAULTELL AVENUE,,,,,ADDRESS,CORONA,,,Closed,,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.,04/30/2025 12:00:00 AM,04 QUEENS,4019720025,QUEENS,1025763,208943,PHONE,Unspecified,QUEENS,,,,,,,,40.74007946193099,-73.85019522443243,"(40.74007946193099, -73.85019522443243)"
63584790,12/31/2024 11:29:51 PM,04/30/2025 06:47:34 PM,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11368,110-36 SAULTELL AVENUE,SAULTELL AVENUE,,,,,ADDRESS,CORONA,,,Closed,,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.,04/30/2025 12:00:00 AM,04 QUEENS,4019720025,QUEENS,1025763,208943,PHONE,Unspecified,QUEENS,,,,,,,,40.74007946193099,-73.85019522443243,"(40.74007946193099, -73.85019522443243)"
63573660,12/31/2024 11:29:51 PM,04/30/2025 06:47:34 PM,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11368,110-36 SAULTELL AVENUE,SAULTELL AVENUE,,,,,ADDRESS,CORONA,,,Closed,,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.,04/30/2025 12:00:00 AM,04 QUEENS,4019720025,QUEENS,1025763,208943,PHONE,Unspecified,QUEENS,,,,,,,,40.74007946193099,-73.85019522443243,"(40.74007946193099, -73.85019522443243)"
63575312,12/31/2024 11:29:51 PM,06/23/2025 02:24:25 PM,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10472,1341 FTELEY AVENUE,FTELEY AVENUE,,,,,ADDRESS,BRONX,,,Closed,,HPD called the telephone number on file for this complaint.  Someone at that number indicated that the condition was corrected. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,06/23/2025 12:00:00 AM,09 BRONX,2038700050,BRONX,1019543,242837,PHONE,Unspecified,BRONX,,,,,,,,40.833136332403434,-73.87246274817711,"(40.833136332403434, -73.87246274817711)"
63581797,12/31/2024 11:29:51 PM,04/30/2025 06:47:34 PM,HPD,Department of Housing Preservation and Development,PLUMBING,SEWER,RESIDENTIAL BUILDING,11368,110-36 SAULTELL AVENUE,SAULTELL AVENUE,,,,,ADDRESS,CORONA,,,Closed,,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.,04/30/2025 12:00:00 AM,04 QUEENS,4019720025,QUEENS,1025763,208943,PHONE,Unspecified,QUEENS,,,,,,,,40.74007946193099,-73.85019522443243,"(40.74007946193099, -73.85019522443243)"
